0 8 22 54 0.082141914 1.8991785
6 18 54 125 0.092223634 2.6955084
6 16 52 118 0.0740174 2.877052
3 14 43 73 0.069640154 2.1204453
5 16 51 94 0.066932719 1.9563675
3 14 41 72 0.053795987 2.5673856
6 16 50 109 0.08536243 3.0092265
6 16 52 99 0.067896922 2.4458727
0 7 18 49 0.066296455 2.4088584
5 16 50 89 0.072035659 2.0027032
0 6 20 52 0.039266611 2.1433736
3 14 38 76 0.060890493 1.4977736
